Tytuł;Tytuł org.;Rok;Długość;Ocena;Liczba ocen;Chce zobaczyć;Ocena krytyków;Liczba ocen krytyków;Reżyser;Scenariusz;Gatunek;Kraj;Box Office;Budżet;1;2;3;4;5;6;7;8;9;10;Komentarze;Typ długości;Region
Generałowie;Gods and Generals;2003;219.0;6.949349880218506;1382;1471;;;Ron Maxwell;Ron Maxwell;Dramat;USA;12882934.0;56000000.0;19;12;30;48;115;219;414;319;120;86;125;Długometrażowy;USA
Czekista;Chekist;1992;92.0;6.9338698387146;1376;1393;;;Aleksander Rogożkin;Jacques Baynac, André Milbet;Dramat;Rosja;;;8;7;27;44;93;253;460;335;111;38;109;Długometrażowy;Europa
Siedem potęg;Muk gong;2006;135.0;6.696360111236572;1347;859;;;Chi Leung 'Jacob' Cheung;Chi Leung 'Jacob' Cheung;Dramat;Hongkong;;;16;12;35;54;150;272;405;254;80;69;54;Długometrażowy;Pozostałe
Tyson;Tyson;2008;90.0;7.285940170288086;2539;833;;;James Toback;James Toback;Dokumentalny;USA;;;14;5;29;32;111;310;926;767;223;122;162;Długometrażowy;USA
Boska interwencja;Facing the Giants;2006;111.0;6.651969909667969;2540;1199;;;Alex Kendrick;Alex Kendrick, Stephen Kendrick;Dramat;USA;10178331.0;100000.0;62;60;93;133;258;435;619;468;194;218;64;Długometrażowy;USA
Uwaga! Nadchodzi trener Gary;Balls Out: Gary the Tennis Coach;2009;92.0;5.65939998626709;2522;604;;;Danny Leiner;Rick Stempson, Andy Stock;Komedia;USA;;;33;51;191;265;557;705;454;151;46;69;41;Długometrażowy;USA
Potężne Kaczory 3;D3: The Mighty Ducks;1996;104.0;6.465250015258789;2489;232;;;Robert Lieberman;Steven Brill, Jim Burnstein;Dramat;USA;22955097.0;;20;20;49;137;308;705;748;306;77;119;15;Długometrażowy;USA
Biegnę do Ciebie;1 Mile to You;2017;104.0;6.522119998931885;2486;2415;5.0;1.0;Leif Tilden;Marc Novak;Dramat;USA;;;13;14;52;125;354;639;710;364;119;96;19;Długometrażowy;USA
Cena doskonałości;Perfect Body;1997;100.0;6.758250236511231;2424;1348;;;Douglas Barr;Melissa Gould;Dramat;USA;;;5;16;41;92;302;521;747;440;131;129;81;Długometrażowy;USA
Rollerball;Rollerball;2002;94.0;4.574269771575928;2410;561;4.0;1.0;John McTiernan;Larry Ferguson, John Pogue;Akcja;USA;18990798.0;70000000.0;115;197;397;476;544;348;189;66;19;59;57;Długometrażowy;USA
Supercross;Supercross;2005;80.0;6.750629901885986;2366;1070;;;Steve Boyum;Ken Solarz, Bart Baker;Akcja;USA;3102550.0;;20;22;61;101;267;517;677;382;101;218;33;Średniometrażowy;USA
Golfiarze II;Caddyshack II;1988;98.0;6.046170234680176;2361;375;5.0;1.0;Allan Arkush;Pj Torokvei, Harold Ramis;Komedia;USA;11798302.0;20000000.0;39;34;80;155;399;758;582;197;55;62;17;Długometrażowy;USA
Błękitna fala 2;Blue Crush 2;2011;108.0;6.083759784698486;2352;553;;;Mike Elliott;Randall McCormick;Dramat;USA;;;38;59;109;187;408;610;479;256;83;123;44;Długometrażowy;USA
Naruto Special: Battle at Hidden Falls. I am the Hero!;Naruto Special: Battle at Hidden Falls. I am the Hero!;2004;40.0;7.145599842071533;1147;156;;;Hayato Date, Masahiko Murata;Katsuyuki Sumisawa;Fantasy;Japonia;;;18;5;13;43;110;198;289;226;62;183;8;Średniometrażowy;Pozostałe
Kokoro ga Sakebitagatterun Da;Kokoro ga Sakebitagatterun Da;2015;119.0;7.4257001876831055;1144;591;5.0;1.0;Tatsuyuki Nagai, Shinobu Yoshioka;Mari Okada;Dramat;Japonia;;;6;4;18;17;47;143;307;374;155;73;12;Długometrażowy;Pozostałe
Kara no Kyōkai: Satsujin Kōsatsu (Zen);Kara no Kyōkai: Satsujin Kōsatsu (Zen);2007;61.0;7.635049819946289;1107;477;;;Takuya Nonaka;Masaki Hiramatsu;Fantasy;Japonia;;;13;0;5;7;44;116;259;392;179;92;5;Średniometrażowy;Pozostałe
One Piece Film Z;One Piece Film Z;2012;107.0;7.796500205993652;1086;361;;;Tatsuya Nagamine;Osamu Suzuki;Fantasy;Japonia;;;23;3;9;12;22;72;216;378;225;126;24;Długometrażowy;Pozostałe
Violet Evergarden - film;Gekijōban Violet Evergarden;2020;140.0;8.175849914550781;1035;536;;;;;Dramat;Japonia;;;2;1;8;12;27;54;171;314;242;204;9;Długometrażowy;Pozostałe
The Sky Crawlers;The Sky Crawlers;2008;121.0;7.343110084533691;1023;1251;;;Mamoru Oshii;Chihiro Itô;Dramat;Japonia;;;6;9;17;34;76;131;225;258;174;93;30;Długometrażowy;Pozostałe
Kara no Kyōkai: Satsujin Kōsatsu (Go);Kara no Kyōkai: Satsujin Kōsatsu (Go);2009;121.0;7.77331018447876;1019;800;;;Shinsuke Takizawa;Masaki Hiramatsu;Thriller;Japonia;;;32;3;8;10;28;64;186;332;223;133;12;Długometrażowy;Pozostałe
Kara no Kyōkai: Garan no Dō;Kara no Kyōkai: Garan no Dō;2008;50.0;7.660099983215332;1015;339;;;Takayuki Hirao;Masaki Hiramatsu;Fantasy;Japonia;;;20;1;3;6;33;88;236;365;175;88;0;Średniometrażowy;Pozostałe
Pokémon: Cel – Deoxys;Pokémon - Destiny Deoxys;2004;98.0;6.096580028533936;994;186;;;Kunihiko Yuyama, Darren Dunstan;Hideki Sonoda, Junichi Masuda;Komedia;Japonia;;;31;19;33;80;144;303;199;87;35;63;9;Długometrażowy;Pozostałe
Iron Man: Technovore powstaje;Iron Man: Rise of Technovore;2013;88.0;5.344860076904297;983;365;;;Hiroshi Hamasaki;Kengo Kaji;Akcja;Japonia;;;19;25;90;144;245;241;138;46;16;19;52;Długometrażowy;Pozostałe
Johnny;Johnny;2022;119.0;7.653550148010254;18277;8385;4.85714;14.0;Daniel Jaroszek;Maciej Kraszewski;Dokumentalny;Polska;;;40;31;182;311;798;1985;4079;5943;3085;1823;285;Długometrażowy;Polska
Wyrok skazujący;Conviction;2010;110.0;7.216159820556641;17260;12155;;;Tony Goldwyn;Pamela Gray;Dokumentalny;USA;6783129.0;12500000.0;18;15;66;186;732;2667;6690;5269;1253;364;270;Długometrażowy;USA
Jan Paweł II;Pope John Paul II;2005;127.0;6.222559928894043;17213;1478;5.0;2.0;John Kent Harrison;John Kent Harrison, Francesco Contaldo;Dokumentalny;Włochy;;;535;267;649;1130;2575;4139;4168;2094;624;1032;842;Długometrażowy;Europa
Tolkien;Tolkien;2019;112.0;6.60545015335083;17164;17461;5.0;6.0;Dome Karukoski;David Gleeson, Stephen Beresford;Dokumentalny;USA;4535154.0;20000000.0;32;32;207;536;2082;4643;5961;2773;644;254;194;Długometrażowy;USA
Moja lewa stopa;My Left Foot: The Story of Christy Brown;1989;103.0;7.828849792480469;17026;21229;7.6;5.0;Jim Sheridan;Jim Sheridan, Shane Connaughton;Dokumentalny;Irlandia;14743391.0;;49;27;60;132;332;1095;3983;6924;3260;1164;284;Długometrażowy;Europa
What the Health;What the Health;2017;97.0;5.93681001663208;3529;746;6.0;1.0;Kip Andersen, Keegan Kuhn;Kip Andersen, Keegan Kuhn;Dokumentalny;USA;;;276;142;240;172;407;575;759;593;209;156;66;Długometrażowy;USA
Nic się nie stało;Nic się nie stało;2020;66.0;3.111550092697144;3514;472;1.0;2.0;Sylwester Latkowski;Sylwester Latkowski;Dokumentalny;Polska;;;980;595;756;395;350;192;105;54;23;64;270;Średniometrażowy;Polska
Winter on Fire;Winter on Fire;2015;102.0;7.700660228729248;3501;3423;6.0;3.0;Evgeny Afineevsky;;Dokumentalny;Wielka Brytania;;;22;8;13;22;65;223;894;1552;562;140;16;Długometrażowy;Europa
Apollo 11;Apollo 11;2019;93.0;7.647769927978516;3458;2606;7.4;5.0;Todd Douglas Miller;;Dokumentalny;USA;9039891.0;;8;6;12;37;87;293;1001;1250;598;166;195;Długometrażowy;USA
Śmietnisko;Waste Land;2010;99.0;7.872179985046387;3372;4787;7.0;1.0;Lucy Walker;Lois Vossen, Eric Martin;Dokumentalny;Brazylia;;;19;4;12;17;74;234;668;1378;720;246;54;Długometrażowy;Pozostałe
Zeitgeist: Addendum;Zeitgeist: Addendum;2008;123.0;7.1509199142456055;3366;1754;;;Peter Joseph;Peter Joseph;Dokumentalny;USA;;;84;45;93;86;209;396;812;893;456;292;126;Długometrażowy;USA
Geneza planety małp;Rise of the Planet of the Apes;2011;105.0;7.0307698249816895;109206;10761;6.52941;17.0;Rupert Wyatt;Amanda Silver, Rick Jaffa;Dramat;USA;176760185.0;93000000.0;446;408;1395;2528;7053;18190;39539;28754;7897;2996;3699;Długometrażowy;USA
Fargo;Fargo;1996;98.0;7.62824010848999;107936;45820;8.03571;28.0;Ethan Coen, Joel Coen;Joel Coen, Ethan Coen;Dramat;USA;24611975.0;7000000.0;267;207;742;1208;3747;9957;27976;39684;17638;6510;1626;Długometrażowy;USA
Dawca pamięci;The Giver;2014;94.0;6.616260051727295;107409;29778;4.33333;9.0;Phillip Noyce;Michael Mitnick, Robert B. Weide;Dramat;USA;45090374.0;25000000.0;335;650;3018;5148;13470;24534;30905;19006;7002;3341;1845;Długometrażowy;USA
Życie za życie;The Life of David Gale;2003;130.0;7.793980121612549;107230;82162;6.88889;9.0;Alan Parker;Charles Randolph;Dramat;USA;19955598.0;38000000.0;255;170;553;1093;2914;7935;23917;42027;20352;8014;1247;Długometrażowy;USA
Zebra z klasą;Racing Stripes;2005;102.0;6.047939777374268;29452;1043;4.0;2.0;Frederik Du Chau;David Schmidt, Frederik Du Chau;Familijny;USA;49772522.0;;281;415;1220;2555;5517;8324;6374;2913;848;1005;193;Długometrażowy;USA
Fałszywa dwunastka;Cheaper by the Dozen;2003;98.0;6.687699794769287;29270;2798;;;Shawn Levy;Craig Titley, Sam Harper;Familijny;USA;138614544.0;40000000.0;124;164;490;1183;3141;7284;9444;4780;1262;1398;94;Długometrażowy;USA
Stare wygi;Old Dogs;2009;88.0;6.257760047912598;29050;3863;4.0;3.0;Walt Becker;David Diamond, David Weissman;Familijny;USA;49492060.0;35000000.0;262;354;1038;1801;4374;7906;7861;3656;1061;737;387;Długometrażowy;USA
Flubber;Flubber;1997;93.0;5.877190113067627;28703;1547;4.6;5.0;Les Mayfield;John Hughes;Familijny;USA;92977226.0;;159;324;1172;2588;6046;9316;6176;2061;438;423;63;Długometrażowy;USA
Projekt Adam;The Adam Project;2022;106.0;6.189020156860352;28420;3159;5.0;7.0;Shawn Levy;Jonathan Tropper, T.S. Nowlin;Familijny;USA;;;57;126;606;1558;4747;9967;7884;2718;506;251;213;Długometrażowy;USA
Sezon na misia 2;Open Season 2;2008;76.0;6.381720066070557;27984;1647;5.66667;3.0;Matthew O'Callaghan, Todd Wilderman;David I. Stern;Animacja;USA;;;251;272;725;1472;3802;7857;8078;3606;1028;893;199;Średniometrażowy;USA
Dżungla;The Wild;2006;94.0;6.248700141906738;27974;1833;;;Steve 'Spaz' Williams;Ed Decter, Mark Gibson;Animacja;USA;37384046.0;80000000.0;217;318;1161;1939;4645;7249;6844;3425;1078;1098;541;Długometrażowy;USA
Horton słyszy Ktosia;Horton Hears a Who!;2008;88.0;6.319459915161133;27866;1831;8.0;2.0;Steve Martino, Jimmy Hayward;Cinco Paul, Ken Daurio;Animacja;USA;154529439.0;85000000.0;297;295;938;1750;4074;7238;7372;3927;1171;804;314;Długometrażowy;USA
Richie milioner;Ri¢hie Ri¢h;1994;91.0;5.6108598709106445;27856;920;4.0;5.0;Donald Petrie;Tom S. Parker, Jim Jennewein;Familijny;USA;38087756.0;40000000.0;220;463;1647;3407;6848;8248;4661;1496;402;464;67;Długometrażowy;USA
Alchemik;Alchemik;1988;117.0;6.327270030975342;605;609;;;Jacek Koprowicz;Jacek Koprowicz;Fantasy;Polska;;;18;9;28;35;80;142;84;173;16;20;34;Długometrażowy;Polska
Piękna nieznajoma;Prekrasnaya neznakomka;1992;83.0;5.973470211029053;603;483;7.0;1.0;Jerzy Hoffman;Jerzy Hoffman, Vladimir Zheleznikov;Dramat;Polska;;;13;4;30;62;97;166;137;62;13;19;14;Długometrażowy;Polska
Oko proroka;Oko proroka;1982;115.0;6.265059947967529;581;183;;;Paweł Komorowski;Krzysztof Winiewicz, Paweł Komorowski;Dramat;Polska;;;6;7;25;41;70;158;148;97;19;10;5;Długometrażowy;Polska
Ci wspaniali młodzieńcy w swych szalejących gruchotach;Monte Carlo or Bust;1969;122.0;7.323369979858398;569;432;;;Ken Annakin, Sam Itzkovitch;Ken Annakin, Jack Davies;Komedia;Francja;;;2;1;2;9;37;79;170;183;52;34;19;Długometrażowy;Europa
Hornblower: Równe szanse;Hornblower: The Even Chance;1998;93.0;7.382140159606934;560;258;;;Andrew Grieve;Russell Lewis;Dramat;Wielka Brytania;;;3;2;4;10;32;59;166;184;73;27;18;Długometrażowy;Europa
Pan Twardowski;Pan Twardowski;1936;85.0;7.146029949188232;541;456;;;Henryk Szaro;Anatol Stern, Wacław Gąsiorowski;Fantasy;Polska;;;6;0;6;14;32;97;161;140;53;32;15;Długometrażowy;Polska
Poniżej zwrotnika Koziorożca;Under Capricorn;1949;117.0;6.345729827880859;538;972;3.0;1.0;Alfred Hitchcock;James Bridie, Hume Cronyn;Dramat;Wielka Brytania;;;2;8;17;39;78;144;143;60;16;31;23;Długometrażowy;Europa
Wystrzał;Wystrzał;1965;75.0;7.2056097984313965;535;137;;;Jerzy Antczak;Jerzy Antczak;Dramat;Polska;;;2;4;4;15;35;74;108;251;30;12;4;Średniometrażowy;Polska
Głową w mur;Gegen die Wand;2004;121.0;7.813439846038818;13899;15417;7.125;8.0;Fatih Akin;Fatih Akin;Dramat;Niemcy;435395.0;;98;45;104;149;385;1002;2818;5163;2814;1321;402;Długometrażowy;Europa
Jasne błękitne okna;Jasne błękitne okna;2006;95.0;6.936580181121826;13891;5011;4.5;2.0;Bogusław Linda;Rafał Sabara, Edyta Czepiel-Zadura;Dramat;Polska;;;153;97;316;492;1150;2277;4168;3378;1119;741;434;Długometrażowy;Polska
Nad morzem;By the Sea;2015;122.0;5.879539966583252;13839;14959;5.6;5.0;Angelina Jolie;Angelina Jolie;Dramat;USA;538460.0;10000000.0;159;235;950;1330;2939;3264;2736;1344;435;447;180;Długometrażowy;USA
Ostrożnie, pożądanie;Se, jie;2007;157.0;7.388689994812012;13705;16451;6.0;6.0;Ang Lee;Hui-ling Wang, James Schamus;Dramat;Chiny;4604982.0;15000000.0;141;87;197;304;678;1511;3626;4200;1908;1053;587;Długometrażowy;Pozostałe
Nowość;Newness;2017;112.0;6.315269947052002;13709;4088;6.0;3.0;Drake Doremus;Ben York Jones;Dramat;USA;;;76;100;415;768;2016;3737;4061;1952;402;182;129;Długometrażowy;USA
Powrót do błękitnej laguny;Return to the Blue Lagoon;1991;101.0;6.279019832611084;13630;1870;6.0;1.0;William A. Graham;Leslie Stevens;Dramat;USA;2807854.0;11000000.0;102;146;407;881;2118;3838;3655;1573;443;467;171;Długometrażowy;USA
Francuska suita;Suite Française;2014;107.0;7.195149898529053;13574;8725;4.0;1.0;Saul Dibb;Matt Charman, Saul Dibb;Dramat;Wielka Brytania;;;26;25;90;232;778;2254;4765;3608;1200;596;175;Długometrażowy;Europa
Zakochani;Hum Tum;2004;142.0;7.456890106201172;1821;938;;;Kunal Kohli;Siddharth Anand, Kunal Kohli;;Indie;;;32;11;29;41;95;217;432;487;193;284;31;Długometrażowy;Pozostałe
Prosto z serca;Hum Dil De Chuke Sanam;1999;188.0;7.028110027313232;1814;527;7.0;1.0;Sanjay Leela Bhansali;Sanjay Leela Bhansali, Kenneth Phillips;Dramat;Indie;1007446.0;;29;9;32;82;175;296;494;326;149;222;71;Długometrażowy;Pozostałe
Tydzień życia;A Week Away;2021;97.0;5.579189777374268;1768;277;;;Roman White;Kali Bailey, Alan Powell;;USA;;;36;74;155;207;358;413;263;148;46;68;6;Długometrażowy;USA
Mistrz blefu;Bluffmaster;2005;137.0;7.179210186004639;1741;459;;;Rohan Sippy;Shridhar Raghavan;;Indie;722847.0;;29;13;33;65;133;231;454;404;166;213;66;Długometrażowy;Pozostałe
A Very Murray Christmas;A Very Murray Christmas;2015;56.0;5.670129776000977;1734;1626;5.0;1.0;Sofia Coppola;Mitch Glazer, Bill Murray;Komedia;USA;;;27;30;105;168;445;443;329;129;40;18;8;Średniometrażowy;USA
Świat się śmieje;Vesyolye rebyata;1934;96.0;6.828470230102539;1714;1257;5.14286;7.0;Grigoriy Aleksandrov;Nikolay Erdman, Vladimir Mass;Komedia;ZSRR;;;28;22;51;85;136;286;496;346;137;127;54;Długometrażowy;Europa
Dziewczyna z prowincji;The Country Girl;1954;104.0;7.6024699211120605;1698;3342;8.0;1.0;George Seaton;George Seaton;Dramat;USA;;;8;4;4;15;61;173;479;597;221;136;20;Długometrażowy;USA
Czarnoksiężnik z krainy Oz;The Wiz;1978;134.0;6.763909816741943;1690;1355;5.0;1.0;Sidney Lumet;Joel Schumacher;Fantasy;USA;13000000.0;24000000.0;31;24;51;75;178;298;470;305;89;169;25;Długometrażowy;USA
Krugerandy;Krugerandy;1999;100.0;5.346099853515625;1514;538;5.0;1.0;Wojciech Nowak;Wojciech Nowak;Dramat;Polska;;;35;46;140;190;395;357;211;92;23;25;52;Długometrażowy;Polska
Powrót wabiszczura;Powrót wabiszczura;1989;100.0;2.343940019607544;1509;715;4.0;1.0;Zbigniew Rebzda;Andrzej Makowiecki, Zbigniew Rebzda;Dramat;Polska;;;825;306;111;56;43;43;33;34;13;45;45;Długometrażowy;Polska
Indeks;Indeks;1977;94.0;7.334889888763428;1502;1044;6.5;4.0;Janusz Kijowski;Janusz Kijowski;Dramat;Polska;;;10;2;12;21;74;206;340;670;133;34;29;Długometrażowy;Polska
Jesienna opowieść;Conte d'automne;1998;111.0;7.033490180969238;1493;1707;7.0;4.0;Eric Rohmer;Eric Rohmer;Dramat;Francja;2205339.0;;11;7;17;37;84;257;519;411;106;44;61;Długometrażowy;Europa
Wspaniałość Ambersonów;The Magnificent Ambersons;1942;88.0;6.887730121612549;1434;1481;6.875;8.0;Robert Wise, Fred Fleck;Orson Welles, Joseph Cotten;Dramat;USA;;;10;8;24;40;137;259;499;294;95;68;27;Długometrażowy;USA
Nie opuszczaj mnie;Nie opuszczaj mnie;2009;115.0;6.171130180358887;1420;2709;3.5;2.0;Ewa Stankiewicz;Ewa Stankiewicz;Dramat;Polska;;;61;37;78;91;199;261;316;202;109;66;142;Długometrażowy;Polska
Gnoje;Gnoje;1995;85.0;6.241159915924072;1414;854;6.5;2.0;Jerzy Zalewski;Andrzej Stasiuk, Piotr Suchecki;Dramat;Polska;;;24;32;68;85;215;339;300;229;68;54;63;Długometrażowy;Polska
Zmowa milczenia;Le Pacte du silence;2003;95.0;5.843039989471436;1408;609;4.0;1.0;Graham Guit;Rose Bosch;Dramat;Francja;;;9;22;74;104;319;427;315;90;26;22;28;Długometrażowy;Europa
Harold i Kumar uciekają z Guantanamo;Harold & Kumar Escape from Guantanamo Bay;2008;102.0;6.962009906768799;56801;5242;;;Hayden Schlossberg, Jon Hurwitz;Hayden Schlossberg, Jon Hurwitz;Komedia;USA;38108728.0;12000000.0;489;485;1208;1968;4441;9666;17310;13216;4785;3233;505;Długometrażowy;USA
Piąta fala;The 5th Wave;2016;112.0;5.587389945983887;55546;13426;3.5;2.0;J Blakeson;Susannah Grant, Akiva Goldsman;Akcja;USA;34912982.0;38000000.0;764;1480;5142;6809;12532;12541;8807;4329;1636;1506;504;Długometrażowy;USA
Król Skorpion;The Scorpion King;2002;92.0;6.136410236358643;55437;2521;3.5;4.0;Chuck Russell;David Hayter, Stephen Sommers;Fantasy;USA;91047077.0;60000000.0;467;847;2322;4082;9080;15356;13977;6011;1684;1611;256;Długometrażowy;USA
Legenda Zorro;The Legend of Zorro;2005;120.0;6.63129997253418;55292;2768;5.25;4.0;Martin Campbell;Alex Kurtzman, Roberto Orci;Akcja;USA;46464023.0;75000000.0;192;220;882;2055;6148;14516;18928;8242;2198;1911;274;Długometrażowy;USA
Tarzan: Legenda;The Legend of Tarzan;2016;109.0;6.008200168609619;54530;16694;4.16667;12.0;David Yates;Craig Brewer, Adam Cozad ;Akcja;USA;126643061.0;180000000.0;336;643;2574;4305;10284;15726;13068;5371;1387;836;439;Długometrażowy;USA
Klaus;Klaus;2019;96.0;8.142840385437012;54402;7652;7.3;10.0;Sergio Pablos;Sergio Pablos, Zach Lewis;Animacja;Hiszpania;;40000000.0;51;20;45;117;465;2120;9825;22386;14345;5028;131;Długometrażowy;Europa
Po zachodzie słońca;After the Sunset;2004;97.0;6.842619895935059;22214;4374;5.33333;3.0;Brett Ratner;Craig Rosenberg, Paul Zbyszewski;Komedia;USA;28331233.0;60000000.0;40;38;197;542;1704;5022;8913;4283;930;545;204;Długometrażowy;USA
Striptiz;Striptease;1996;117.0;5.6978302001953125;22100;2692;4.0;2.0;Andrew Bergman;Andrew Bergman;Akcja;USA;33109743.0;40000000.0;258;479;1411;2271;4722;6374;4292;1520;399;374;270;Długometrażowy;USA
Władza absolutna;Absolute Power;1997;121.0;7.134860038757324;21904;7463;6.33333;3.0;Clint Eastwood;William Goldman;Akcja;USA;50068310.0;50000000.0;25;26;110;258;937;3556;9138;6292;1100;462;154;Długometrażowy;USA
Punisher: Strefa wojny;Punisher: War Zone;2008;103.0;6.162749767303467;21598;3841;4.83333;6.0;Lexi Alexander;Art Marcum, Nick Santora;Akcja;USA;8050977.0;35000000.0;300;401;1032;1559;3322;5424;5331;2638;816;775;1837;Długometrażowy;USA
Stan oblężenia;The Siege;1998;116.0;6.716929912567139;21334;3925;4.66667;3.0;Edward Zwick;Edward Zwick, Lawrence Wright;Akcja;USA;40981289.0;70000000.0;46;54;223;540;1878;5194;8818;3592;590;399;213;Długometrażowy;USA
Nożownik;The Hunted;2003;94.0;6.306610107421875;21265;2792;5.75;4.0;William Friedkin;David Griffiths, Peter Griffiths;Akcja;USA;34244097.0;55000000.0;99;196;617;1172;2986;6133;6451;2686;543;382;343;Długometrażowy;USA
Pociąg z forsą;Money Train;1995;106.0;6.443150043487549;20810;1657;5.5;4.0;Joseph Ruben;David Loughery, Doug Richardson;Komedia;USA;35431113.0;60000000.0;52;57;330;828;2590;6572;7121;2401;413;446;125;Długometrażowy;USA
Liberator 2;Under Siege 2: Dark Territory;1995;99.0;6.278629779815674;20522;816;3.0;3.0;Geoff Murphy;Richard Hatem, Matt Reeves;Akcja;USA;50024083.0;60000000.0;289;303;683;1308;2780;5533;5578;2627;696;725;191;Długometrażowy;USA
Peacemaker;The Peacemaker;1997;124.0;6.382420063018799;20514;2168;6.33333;3.0;Mimi Leder;Michael Schiffer;Akcja;USA;41263140.0;50000000.0;56;82;352;924;2779;6405;6834;2291;444;347;181;Długometrażowy;USA
Chętni na kasę;Takers;2010;107.0;6.736239910125732;20390;6131;;;John Luessenhop;Gabriel Casseus, John Luessenhop;Akcja;USA;57744720.0;32000000.0;80;105;352;681;1979;4641;7310;3546;957;739;498;Długometrażowy;USA
Wrota niebios;Heaven's Gate;1980;219.0;6.662610054016113;1067;2652;7.33333;3.0;Michael Cimino;Michael Cimino;;USA;3484331.0;44000000.0;9;9;29;44;120;240;337;157;56;66;84;Długometrażowy;USA
Człowiek w dziczy;Man in the Wilderness;1971;104.0;6.7377800941467285;1064;1841;;;Richard C. Sarafian;Jack DeWitt;Akcja;USA;;;2;2;9;40;93;273;384;192;41;28;72;Długometrażowy;USA
Zaklinacz deszczu;The Rainmaker;1956;121.0;7.756400108337402;1055;908;5.0;1.0;Joseph Anthony;N. Richard Nash;;USA;;;5;2;13;23;62;109;181;202;384;74;9;Długometrażowy;USA
Lucky Luke. Miasteczko Daisy;Daisy Town;1971;71.0;6.972169876098633;1042;226;;;René Goscinny;René Goscinny, Pierre Tchernia;Animacja;Francja;;;5;5;13;28;82;192;404;180;61;72;7;Średniometrażowy;Europa
Zawodowiec;Il Mercenario;1968;111.0;6.918270111083984;1040;874;7.0;1.0;Sergio Corbucci;Sergio Spina, Sergio Corbucci;;Włochy;;;5;5;21;22;56;208;388;253;59;23;92;Długometrażowy;Europa
Winnetou i Old Surehand;Old Surehand;1965;90.0;6.774350166320801;1037;196;;;Alfred Vohrer;Fred Denger, Eberhard Keindorff;Akcja;Jugosławia;;;10;6;15;45;93;226;354;179;43;66;12;Długometrażowy;Europa
Sędzia z Teksasu;The Life and Times of Judge Roy Bean;1972;120.0;7.1575798988342285;1009;887;6.0;2.0;John Huston;John Milius;Komedia;USA;;;4;7;13;35;79;163;280;240;108;80;42;Długometrażowy;USA
Amerykańska opowieść. Feiwel rusza na Zachód;An American Tail: Fievel Goes West;1991;75.0;7.073440074920654;994;258;;;Simon Wells, Phil Nibbelink;Flint Dille, David Kirschner;Animacja;USA;22166041.0;;3;6;16;25;71;181;308;253;63;68;22;Średniometrażowy;USA
